,blockchain,dex,pool,pool_id,date,Spread,swap_count,volume,order_size,pool_type,order_size_bin,volume_bin,Trade_size,trade_size_bin
128,ethereum,curve,crvUSD-USDC,0x4dece678ceceb27446b35c672dc7d61f30bad69e,2023-06-05,2.92,26,2330459.177,44819.9539,Stable Pair,25k–50k,1M–5M,89633.04526923077,50k–100k
129,ethereum,curve,FRAX-USDC,0xdcef968d416a41cdac0ed8702fac8128a64241a2,2023-05-28,6.16,24,2318027.103,48280.34685,Stable Pair,25k–50k,1M–5M,96584.462625,50k–100k
130,ethereum,curve,crvUSD-USDT,0x390f3595bca2df7d23783dfd126427cceb997bf4,2023-06-02,1.55,24,2313073.937,48188.53078,Stable Pair,25k–50k,1M–5M,96378.08070833333,50k–100k
131,ethereum,curve,crvUSD-USDC,0x4dece678ceceb27446b35c672dc7d61f30bad69e,2023-06-07,2.63,31,2278465.712,36750.23014,Stable Pair,25k–50k,1M–5M,73498.89393548387,50k–100k
132,ethereum,curve,crvUSD-USDC,0x4dece678ceceb27446b35c672dc7d61f30bad69e,2023-06-07,2.63,31,2278465.712,36750.23014,Stable Pair,25k–50k,1M–5M,73498.89393548387,50k–100k
133,ethereum,curve,crvUSD-USDC,0x4dece678ceceb27446b35c672dc7d61f30bad69e,2023-06-01,2.6,20,2243676.156,56092.45873,Stable Pair,50k–100k,1M–5M,112183.8078,100k–200k
134,ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-05-12,0.96,30,2234801.587,37248.39154,Stable Pair,25k–50k,1M–5M,74493.38623333332,50k–100k
135,ethereum,curve,eUSD-USDC,0x880f2fb3704f1875361de6ee59629c6c6497a5e3,2023-06-10,293.33,30,2194323.937,36804.57416,Stable Pair,25k–50k,1M–5M,73144.13123333333,50k–100k
136,ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-05-18,0.8500000000000001,28,2187006.86,39055.5967,Stable Pair,25k–50k,1M–5M,78107.38785714285,50k–100k
137,ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-05-30,0.98,15,2159190.291,71976.32286,Stable Pair,50k–100k,1M–5M,143946.01940000002,100k–200k
138,ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-05-17,0.76,27,2156099.083,39929.19547,Stable Pair,25k–50k,1M–5M,79855.5215925926,50k–100k
139,ethereum,curve,crvUSD-USDT,0x390f3595bca2df7d23783dfd126427cceb997bf4,2023-05-31,9.01,19,2122166.076,55849.3273,Stable Pair,50k–100k,1M–5M,111692.95136842104,100k–200k
140,ethereum,curve,FRAX-USDC,0xdcef968d416a41cdac0ed8702fac8128a64241a2,2023-05-13,5.76,11,2098724.826,95424.13783,Stable Pair,50k–100k,1M–5M,190793.166,100k–200k
141,ethereum,curve,crvUSD-USDC,0x4dece678ceceb27446b35c672dc7d61f30bad69e,2023-05-28,1.52,12,2093103.768,87217.19646,Stable Pair,50k–100k,1M–5M,174425.31399999998,100k–200k
142,ethereum,curve,crvUSD-USDT,0x390f3595bca2df7d23783dfd126427cceb997bf4,2023-06-09,1.53,30,2032770.228,33879.34799,Stable Pair,25k–50k,1M–5M,67759.0076,50k–100k
143,ethereum,curve,DAI-USDT,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-05-14,4.109999999999999,13,2016395.535,77563.48719,Stable Pair,50k–100k,1M–5M,155107.34884615385,100k–200k
144,ethereum,curve,DAI-USDT,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-05-14,4.109999999999999,13,2016395.535,77563.48719,Stable Pair,50k–100k,1M–5M,155107.34884615385,100k–200k
145,ethereum,curve,crvUSD-USDP,0xca978a0528116dda3cba9acd3e68bc6191ca53d0,2023-06-11,5.16,13,1974039.694,75910.02268,Stable Pair,50k–100k,1M–5M,151849.2072307692,100k–200k
146,ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-05-23,0.8200000000000001,28,1867488.469,33349.46089,Stable Pair,25k–50k,1M–5M,66696.01675,50k–100k
147,ethereum,curve,EURA-EURC,0xba3436fd341f2c8a928452db3c5a3670d1d5cc73,2023-05-25,4.17,14,1867127.751,66697.46148,Stable Pair,50k–100k,1M–5M,133366.2679285714,100k–200k
148,ethereum,curve,EURA-EURC,0xba3436fd341f2c8a928452db3c5a3670d1d5cc73,2023-05-25,4.17,14,1867127.751,66697.46148,Stable Pair,50k–100k,1M–5M,133366.2679285714,100k–200k
149,ethereum,curve,crvUSD-USDT,0x390f3595bca2df7d23783dfd126427cceb997bf4,2023-05-26,1.17,15,1856352.289,61875.92794,Stable Pair,50k–100k,1M–5M,123756.81926666667,100k–200k
150,ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-05-24,0.9299999999999999,24,1836210.576,38256.24557,Stable Pair,25k–50k,1M–5M,76508.77399999999,50k–100k
151,ethereum,curve,FRAX-USDC,0xdcef968d416a41cdac0ed8702fac8128a64241a2,2023-06-01,7.46,11,1778953.897,80877.86188,Stable Pair,50k–100k,1M–5M,161723.08154545457,100k–200k
152,ethereum,curve,FRAX-USDC,0xdcef968d416a41cdac0ed8702fac8128a64241a2,2023-05-31,7.489999999999999,19,1761957.427,46383.66183,Stable Pair,25k–50k,1M–5M,92734.60142105263,50k–100k
153,ethereum,curve,USDC-USDT,0xa5407eae9ba41422680e2e00537571bcc53efbfd,2023-05-28,1.6400000000000001,12,1728293.899,72021.73829,Stable Pair,50k–100k,1M–5M,144024.49158333332,100k–200k
154,ethereum,curve,crvUSD-USDC,0x4dece678ceceb27446b35c672dc7d61f30bad69e,2023-05-24,7.12,19,1708702.725,44970.09749,Stable Pair,25k–50k,1M–5M,89931.72236842106,50k–100k
155,ethereum,curve,FRAX-USDC,0xdcef968d416a41cdac0ed8702fac8128a64241a2,2023-05-16,5.52,13,1663827.894,64006.0265,Stable Pair,50k–100k,1M–5M,127986.76107692308,100k–200k
156,ethereum,curve,TUSD-USDC,0x33baeda08b8afacc4d3d07cf31d49fc1f1f3e893,2023-06-08,10.07,14,1594872.72,56959.8048,Stable Pair,50k–100k,1M–5M,113919.48,100k–200k
157,ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-05-28,1.06,14,1570587.997,56095.4917,Stable Pair,50k–100k,1M–5M,112184.85692857143,100k–200k
158,ethereum,curve,USDC-USDT,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-05-27,2.31,41,1562779.481,19058.82367,Stable Pair,10k–25k,1M–5M,38116.57270731707,10k–50k
159,ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-05-26,1.0999999999999999,23,1520647.973,33059.42364,Stable Pair,25k–50k,1M–5M,66115.12926086957,50k–100k
160,ethereum,curve,eUSD-USDC,0x880f2fb3704f1875361de6ee59629c6c6497a5e3,2023-06-05,194.82,20,1498425.004,37694.01139,Stable Pair,25k–50k,1M–5M,74921.2502,50k–100k
161,ethereum,curve,crvUSD-USDT,0x390f3595bca2df7d23783dfd126427cceb997bf4,2023-05-30,5.220000000000001,15,1466440.164,48889.00985,Stable Pair,25k–50k,1M–5M,97762.67760000001,50k–100k
162,ethereum,curve,crvUSD-USDT,0x390f3595bca2df7d23783dfd126427cceb997bf4,2023-06-01,3.0,15,1348553.631,44955.20367,Stable Pair,25k–50k,1M–5M,89903.5754,50k–100k
163,ethereum,curve,crvUSD-USDT,0x390f3595bca2df7d23783dfd126427cceb997bf4,2023-05-25,7.95,17,1342740.888,39495.41858,Stable Pair,25k–50k,1M–5M,78984.75811764706,50k–100k
164,ethereum,curve,crvUSD-USDC,0x4dece678ceceb27446b35c672dc7d61f30bad69e,2023-05-20,5.91,16,1296578.651,40522.09098,Stable Pair,25k–50k,1M–5M,81036.1656875,50k–100k
165,ethereum,curve,crvUSD-USDC,0x4dece678ceceb27446b35c672dc7d61f30bad69e,2023-05-29,1.4200000000000002,16,1234960.13,38594.62084,Stable Pair,25k–50k,1M–5M,77185.008125,50k–100k
166,ethereum,curve,MAI-USDC,0x66e335622ad7a6c9c72c98dbfcce684996a20ef9,2023-06-02,165.98,14,1209852.236,43100.82308,Stable Pair,25k–50k,1M–5M,86418.01685714287,50k–100k
167,ethereum,curve,MAI-USDC,0x66e335622ad7a6c9c72c98dbfcce684996a20ef9,2023-06-02,165.98,14,1209852.236,43100.82308,Stable Pair,25k–50k,1M–5M,86418.01685714287,50k–100k
168,ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-05-15,0.9400000000000001,11,1193257.184,54241.64356,Stable Pair,50k–100k,1M–5M,108477.92581818181,100k–200k
169,ethereum,curve,crvUSD-USDC,0x4dece678ceceb27446b35c672dc7d61f30bad69e,2023-05-18,10.780000000000001,19,1191639.688,31360.67511,Stable Pair,25k–50k,1M–5M,62717.87831578948,50k–100k
170,ethereum,curve,eUSD-USDC,0x880f2fb3704f1875361de6ee59629c6c6497a5e3,2023-06-08,171.42,12,1125660.819,47116.36226,Stable Pair,25k–50k,1M–5M,93805.06825,50k–100k
171,ethereum,curve,crvUSD-USDT,0x390f3595bca2df7d23783dfd126427cceb997bf4,2023-05-24,4.93,13,1108560.315,42644.73667,Stable Pair,25k–50k,1M–5M,85273.87038461538,50k–100k
172,ethereum,curve,crvUSD-USDT,0x390f3595bca2df7d23783dfd126427cceb997bf4,2023-05-20,8.19,18,1085914.319,30161.91401,Stable Pair,25k–50k,1M–5M,60328.573277777774,50k–100k
173,ethereum,curve,eUSD-USDC,0x880f2fb3704f1875361de6ee59629c6c6497a5e3,2023-05-23,60.75000000000001,12,1063087.424,44307.56743,Stable Pair,25k–50k,1M–5M,88590.61866666668,50k–100k
174,ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-05-19,1.15,25,1036905.211,20739.42247,Stable Pair,10k–25k,1M–5M,41476.20844,10k–50k
175,ethereum,curve,crvUSD-USDT,0x390f3595bca2df7d23783dfd126427cceb997bf4,2023-05-18,13.38,16,979180.996,30601.28693,Stable Pair,25k–50k,500k–1M,61198.81225,50k–100k
176,ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-05-22,0.98,21,832779.4334,19829.01128,Stable Pair,10k–25k,500k–1M,39656.16349523809,10k–50k
177,ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-06-08,0.76,24,805063.6842,16772.82214,Stable Pair,10k–25k,500k–1M,33544.320175,10k–50k
178,ethereum,curve,eUSD-USDC,0x880f2fb3704f1875361de6ee59629c6c6497a5e3,2023-06-07,167.28,11,736348.0318,33294.0258,Stable Pair,25k–50k,500k–1M,66940.73016363637,50k–100k
179,ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-06-02,1.02,18,667354.8822,18538.5676,Stable Pair,10k–25k,500k–1M,37075.27123333333,10k–50k
180,ethereum,curve,TUSD-USDC,0x33baeda08b8afacc4d3d07cf31d49fc1f1f3e893,2023-06-07,13.569999999999999,14,624650.4647,22320.21158,Stable Pair,10k–25k,500k–1M,44617.890335714284,10k–50k
181,ethereum,curve,crvUSD-USDT,0x390f3595bca2df7d23783dfd126427cceb997bf4,2023-05-17,9.6,11,592860.9522,26954.1093,Stable Pair,25k–50k,500k–1M,53896.45020000001,50k–100k
182,ethereum,curve,crvUSD-USDT,0x390f3595bca2df7d23783dfd126427cceb997bf4,2023-06-06,1.53,13,566193.5952,21778.64346,Stable Pair,10k–25k,500k–1M,43553.353476923076,10k–50k
183,ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-06-01,0.96,15,557184.1941,18573.76819,Stable Pair,10k–25k,500k–1M,37145.61294,10k–50k
184,ethereum,curve,eUSD-USDC,0x880f2fb3704f1875361de6ee59629c6c6497a5e3,2023-06-11,339.27,14,526601.0752,18548.97585,Stable Pair,10k–25k,500k–1M,37614.36251428571,10k–50k
185,ethereum,curve,eUSD-USDC,0x880f2fb3704f1875361de6ee59629c6c6497a5e3,2023-06-12,307.67,15,428181.1903,14140.97765,Stable Pair,10k–25k,100k–500k,28545.412686666667,10k–50k
186,ethereum,curve,crvUSD-USDT,0x390f3595bca2df7d23783dfd126427cceb997bf4,2023-05-29,1.31,12,332843.3747,13868.8676,Stable Pair,10k–25k,100k–500k,27736.947891666667,10k–50k
187,ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-06-04,1.0,11,290583.7218,13208.97435,Stable Pair,10k–25k,100k–500k,26416.701981818183,10k–50k
188,ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-05-13,1.03,24,267104.2595,5564.959582,Stable Pair,5k–10k,100k–500k,11129.344145833333,10k–50k
189,ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-05-27,1.0699999999999998,13,220071.5837,8464.747563,Stable Pair,5k–10k,100k–500k,16928.58336153846,10k–50k
190,ethereum,curve,crvUSD-USDT,0x390f3595bca2df7d23783dfd126427cceb997bf4,2023-06-04,4.17,14,209144.542,7470.853871,Stable Pair,5k–10k,100k–500k,14938.895857142856,10k–50k
191,ethereum,uniswap,USDC-XSGD,0x6279653c28f138c8b31b8a0f6f8cd2c58e8c1705,2023-05-15,3122.71,14,368801.9909,12813.35954,Stable Pair,10k–25k,100k–500k,26342.99935,10k–50k
192,ethereum,uniswap,TUSD-USDC,0x39529e96c28807655b5856b3d342c6225111770e,2023-05-15,174.12,11,44319.67753,2014.633523,Stable Pair,1k–5k,≤100k,4029.061593636364,≤10k
193,ethereum,uniswap,USDC-USDP,0x5720eb958685deeeb5aa0b34f677861ce3a8c7f5,2023-05-29,5.89,13,57210.71347,2200.837648,Stable Pair,1k–5k,≤100k,4400.824113076923,≤10k
194,ethereum,uniswap,FRAX-USDC,0x9a834b70c07c81a9fcd6f22e842bf002fbffbe4d,2023-05-29,6.74,22,1011963.749,23003.37848,Stable Pair,10k–25k,1M–5M,45998.35222727273,10k–50k
195,ethereum,uniswap,USDC-USDT,0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf,2023-06-01,4.14,11,906157.9618,41196.83799,Stable Pair,25k–50k,500k–1M,82377.99652727273,50k–100k
196,ethereum,uniswap,BUSD-USDT,0xc66e3c356be06b344508392fefb9bc658825035d,2023-05-19,10.01,11,147572.094,6708.484138,Stable Pair,5k–10k,100k–500k,13415.64490909091,10k–50k
197,ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-05-12,0.97,229,27386140.52,59798.04878,Stable Pair,50k–100k,10M–50M,119590.13327510917,100k–200k
198,ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-05-18,790.71,33,2485742.755,37278.84298,Stable Pair,25k–50k,1M–5M,75325.53803030303,50k–100k
199,ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-05-30,3.04,12,804109.5315,33512.07467,Stable Pair,25k–50k,500k–1M,67009.12762500001,50k–100k
200,ethereum,uniswap,DAI-USDT,0x6f48eca74b38d2936b02ab603ff4e36a6c0e3a77,2023-05-12,5.6000000000000005,19,243883.6581,6419.460219,Stable Pair,5k–10k,100k–500k,12835.982005263158,10k–50k
201,ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-06-06,0.83,208,38704615.22,93042.7179,Stable Pair,50k–100k,10M–50M,186079.88086538462,100k–200k
202,ethereum,uniswap,sUSD-USDC,0x6a9850e46518231b23e50467c975fa94026be5d5,2023-06-07,6.52,12,61585.68,2566.796102,Stable Pair,1k–5k,≤100k,5132.14,≤10k
203,ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-05-29,2.12,517,127460761.1,123277.5574,Stable Pair,100k–250k,>100M,246539.1897485493,200k–300k
204,ethereum,uniswap,DAI-USDC,0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,2023-05-17,30.4,24,58310.10682,1216.549548,Stable Pair,1k–5k,≤100k,2429.5877841666666,≤10k
205,ethereum,uniswap,BUSD-USDT,0xc66e3c356be06b344508392fefb9bc658825035d,2023-05-18,9.74,14,139190.396,4970.802403,Stable Pair,1k–5k,100k–500k,9942.171142857143,≤10k
206,ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-06-11,0.8699999999999999,20,166390.8787,4159.953569,Stable Pair,1k–5k,100k–500k,8319.543935,≤10k
207,ethereum,uniswap,BUSD-USDT,0xc66e3c356be06b344508392fefb9bc658825035d,2023-05-31,8.95,13,167176.1268,6429.343497,Stable Pair,5k–10k,100k–500k,12859.70206153846,10k–50k
208,ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-06-07,0.9400000000000001,160,37964829.66,118646.1373,Stable Pair,100k–250k,10M–50M,237280.18537499997,200k–300k
209,ethereum,uniswap,BUSD-USDC,0x5e35c4eba72470ee1177dcb14dddf4d9e6d915f4,2023-06-10,14.719999999999999,29,168314.0126,2902.222726,Stable Pair,1k–5k,100k–500k,5803.931468965517,≤10k
210,ethereum,uniswap,BUSD-USDT,0xd5ad5ec825cac700d7deafe3102dc2b6da6d195d,2023-06-09,17.46,14,579408.6398,20699.3553,Stable Pair,10k–25k,500k–1M,41386.33141428571,10k–50k
211,ethereum,uniswap,AUSD-USDT,0xa82f91562e1cef9dec93a4ad328d01ea7827910a,2023-06-03,59308.73,13,788629.6489,28967.75942,Stable Pair,25k–50k,500k–1M,60663.81914615385,50k–100k
212,ethereum,uniswap,DCHF-USDC,0x0b1debf6f99a5e2b240296219b76dfebb2183f16,2023-06-08,751.9,11,108385.6839,4952.97632,Stable Pair,1k–5k,100k–500k,9853.243990909092,≤10k
213,ethereum,uniswap,DAI-USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2023-05-22,4.93,89,10348054.13,58137.87508,Stable Pair,50k–100k,10M–50M,116270.27112359552,100k–200k
214,ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-05-17,818.6999999999999,19,726208.0802,19095.23932,Stable Pair,10k–25k,500k–1M,38221.47790526316,10k–50k
215,ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-06-06,3.73,45,3631288.419,40361.2321,Stable Pair,25k–50k,1M–5M,80695.2982,50k–100k
216,ethereum,uniswap,BUSD-USDT,0xd5ad5ec825cac700d7deafe3102dc2b6da6d195d,2023-06-10,30.75,22,386273.7753,8780.834491,Stable Pair,5k–10k,100k–500k,17557.898877272728,10k–50k
217,ethereum,uniswap,LUSD-USDC,0x4e0924d3a751be199c426d52fb1f2337fa96f736,2023-05-17,60.72,96,21935294.61,114311.8867,Stable Pair,100k–250k,10M–50M,228492.6521875,200k–300k
218,ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-05-12,861.7900000000001,39,3361328.223,42925.50062,Stable Pair,25k–50k,1M–5M,86187.90315384616,50k–100k
219,ethereum,uniswap,LUSD-USDC,0x4e0924d3a751be199c426d52fb1f2337fa96f736,2023-05-18,94.15,53,11004672.07,103883.1082,Stable Pair,100k–250k,10M–50M,207635.3220754717,200k–300k
220,ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-05-16,3.1199999999999997,487,71065196.05,72964.70749,Stable Pair,50k–100k,50M–100M,145924.4272073922,100k–200k
221,ethereum,uniswap,DAI-USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2023-05-28,2.59,46,1059987.134,11522.11776,Stable Pair,10k–25k,1M–5M,23043.198565217393,10k–50k
222,ethereum,uniswap,DAI-USDC,0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,2023-05-24,29.39,36,81730.99096,1136.735722,Stable Pair,1k–5k,≤100k,2270.305304444444,≤10k
223,ethereum,uniswap,GUSD-USDC,0x5aa1356999821b533ec5d9f79c23b8cb7c295c61,2023-06-08,5.41,11,179940.2161,8181.263664,Stable Pair,5k–10k,100k–500k,16358.201463636362,10k–50k
224,ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-05-31,0.98,251,14408325.52,28703.29458,Stable Pair,25k–50k,10M–50M,57403.68733067729,50k–100k
225,ethereum,uniswap,BUSD-USDT,0xc66e3c356be06b344508392fefb9bc658825035d,2023-05-24,12.47,16,336470.4491,10514.62337,Stable Pair,10k–25k,100k–500k,21029.40306875,10k–50k
226,ethereum,uniswap,DAI-USDC,0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,2023-05-25,29.720000000000002,35,56762.5836,812.2268921,Stable Pair,≤1k,≤100k,1621.7881028571428,≤10k
227,ethereum,uniswap,USDC-XSGD,0x6279653c28f138c8b31b8a0f6f8cd2c58e8c1705,2023-05-16,2937.28,12,350393.1609,14655.46099,Stable Pair,10k–25k,100k–500k,29199.430075,10k–50k
228,ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-06-12,4.17,20,901672.4827,22549.20702,Stable Pair,10k–25k,500k–1M,45083.624135000005,10k–50k
229,ethereum,uniswap,DAI-USDC,0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,2023-06-12,22.97,13,22809.49114,878.2052494,Stable Pair,≤1k,≤100k,1754.5762415384613,≤10k
230,ethereum,uniswap,USDC-XCHF,0x1be83c63fba9d4ea41aad6c2c0a66e0e742e7fd4,2023-06-12,1038.82,12,94211.12971,3868.737671,Stable Pair,1k–5k,≤100k,7850.927475833333,≤10k
231,ethereum,uniswap,LUSD-USDC,0x4e0924d3a751be199c426d52fb1f2337fa96f736,2023-05-19,87.92999999999999,23,2563688.613,55502.35398,Stable Pair,50k–100k,1M–5M,111464.72230434782,100k–200k
232,ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-05-15,3.1399999999999997,414,132851292.2,160455.3049,Stable Pair,100k–250k,>100M,320896.84106280195,300k–400k
233,ethereum,uniswap,FRAX-USDC,0x9a834b70c07c81a9fcd6f22e842bf002fbffbe4d,2023-05-28,6.4399999999999995,24,844243.3909,17585.7515,Stable Pair,10k–25k,500k–1M,35176.80795416667,10k–50k
234,ethereum,uniswap,USDC-USDT,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,2023-06-10,27.900000000000002,67,165624.7776,1237.770049,Stable Pair,1k–5k,100k–500k,2472.011605970149,≤10k
235,ethereum,uniswap,FRAX-USDC,0xc63b0708e2f7e69cb8a1df0e1389a98c35a76d52,2023-06-04,9.32,12,289302.6571,12060.36384,Stable Pair,10k–25k,100k–500k,24108.554758333335,10k–50k
236,ethereum,uniswap,TUSD-USDC,0x39529e96c28807655b5856b3d342c6225111770e,2023-06-09,117.00999999999999,27,68309.8626,1264.872477,Stable Pair,1k–5k,≤100k,2529.994911111111,≤10k
237,ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-05-21,3.02,535,83782584.16,78314.04507,Stable Pair,50k–100k,50M–100M,156602.96104672897,100k–200k
238,ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-05-19,769.35,19,744965.3193,19555.1056,Stable Pair,10k–25k,500k–1M,39208.70101578947,10k–50k
239,ethereum,uniswap,DAI-USDT,0x6f48eca74b38d2936b02ab603ff4e36a6c0e3a77,2023-05-31,3.38,14,576218.6881,20584.23775,Stable Pair,10k–25k,500k–1M,41158.47772142857,10k–50k
240,ethereum,uniswap,USDC-USDT,0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf,2023-05-25,4.77,11,193444.8381,8794.394575,Stable Pair,5k–10k,100k–500k,17585.89437272727,10k–50k
241,ethereum,uniswap,eUSD-USDC,0x81dee639d19324c1c1491cc1d4dbdd354a8cc425,2023-05-29,14.04,13,4484367.753,172480.4984,Stable Pair,100k–250k,1M–5M,344951.3656153846,300k–400k
242,ethereum,uniswap,USDC-USDP,0x5720eb958685deeeb5aa0b34f677861ce3a8c7f5,2023-05-21,6.370000000000001,11,324323.5336,14745.21479,Stable Pair,10k–25k,100k–500k,29483.9576,10k–50k
243,ethereum,uniswap,USDC-USDT,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,2023-06-02,26.009999999999998,88,268465.6409,1527.648808,Stable Pair,1k–5k,100k–500k,3050.7459193181817,≤10k
244,ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-06-05,682.43,35,1021619.158,14613.32678,Stable Pair,10k–25k,1M–5M,29189.1188,10k–50k
245,ethereum,uniswap,DAI-USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2023-05-23,1.52,71,2996432.306,21102.76778,Stable Pair,10k–25k,1M–5M,42203.27191549296,10k–50k
246,ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-06-05,0.77,192,96889749.5,252332.0217,Stable Pair,250k–1M,50M–100M,504634.1119791667,500k–750k
247,ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-06-07,1.5699999999999998,30,5355140.446,89273.85255,Stable Pair,50k–100k,5M–10M,178504.68153333335,100k–200k
248,ethereum,uniswap,FRAX-USDT,0xc2a856c3aff2110c1171b8f942256d40e980c726,2023-06-11,11.360000000000001,11,317437.2039,14434.38093,Stable Pair,10k–25k,100k–500k,28857.92762727273,10k–50k
249,ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-05-24,5.24,15,64417.74004,2147.738767,Stable Pair,1k–5k,≤100k,4294.516002666666,≤10k
250,ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-05-30,690.17,33,2012517.558,30517.83671,Stable Pair,25k–50k,1M–5M,60985.38054545454,50k–100k
251,ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-05-12,4.99,26,1666598.094,32054.57859,Stable Pair,25k–50k,1M–5M,64099.926692307694,50k–100k
252,ethereum,uniswap,DAI-USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2023-05-21,3.06,83,2664444.312,16051.63963,Stable Pair,10k–25k,1M–5M,32101.73869879518,10k–50k
253,ethereum,uniswap,USDC-USDT,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,2023-05-15,25.09,124,532337.2347,2149.581046,Stable Pair,1k–5k,500k–1M,4293.042215322581,≤10k
254,ethereum,uniswap,DAI-RAI,0xcb0c5d9d92f4f2f80cce7aa271a1e148c226e19d,2023-06-03,13838.720000000001,29,1398887.917,30169.75003,Stable Pair,25k–50k,1M–5M,48237.51437931034,10k–50k
255,ethereum,uniswap,DAI-USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2023-06-07,1.5699999999999998,68,2882666.533,21197.18783,Stable Pair,10k–25k,1M–5M,42392.15489705882,10k–50k
256,ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-05-14,816.1899999999999,25,323553.9532,6421.542875,Stable Pair,5k–10k,100k–500k,12942.158128,10k–50k
