blockchain,dex,pool,pool_id,date,Spread,swap_count,volume,order_size,pool_type
ethereum,uniswap,FRAX-USDC,0xc63b0708e2f7e69cb8a1df0e1389a98c35a76d52,2023-06-05 0:00,0.0693,23,4190294.693,91112.73942,Stable Pair
ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-06-04 0:00,0.0101,122,10652706,43660.82855,Stable Pair
ethereum,uniswap,DCHF-USDC,0x0b1debf6f99a5e2b240296219b76dfebb2183f16,2023-05-24 0:00,9.1142,23,404380.8988,8779.359951,Stable Pair
ethereum,uniswap,LUSD-USDC,0x4e0924d3a751be199c426d52fb1f2337fa96f736,2023-05-30 0:00,0.559,66,3514711.608,26646.4387,Stable Pair
ethereum,uniswap,AUSD-USDT,0xa82f91562e1cef9dec93a4ad328d01ea7827910a,2023-06-04 0:00,714.4097,17,712877.6305,21676.985,Stable Pair
ethereum,uniswap,TUSD-USDC,0x39529e96c28807655b5856b3d342c6225111770e,2023-06-01 0:00,0.8921,11,19089.09928,867.7391454,Stable Pair
ethereum,uniswap,DAI-USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2023-05-24 0:00,0.02,86,3323156.544,19321.62718,Stable Pair
ethereum,uniswap,DAI-USDC,0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,2023-06-05 0:00,0.2204,17,26538.55219,781.357206,Stable Pair
ethereum,uniswap,USDC-XSGD,0x6279653c28f138c8b31b8a0f6f8cd2c58e8c1705,2023-05-29 0:00,30.8879,16,514399.5344,16085.36681,Stable Pair
ethereum,uniswap,FRAX-USDC,0x9a834b70c07c81a9fcd6f22e842bf002fbffbe4d,2023-05-24 0:00,0.0698,37,2314555.527,31279.84917,Stable Pair
ethereum,uniswap,DAI-FRAX,0x97e7d56a0408570ba1a7852de36350f7713906ec,2023-06-10 0:00,0.0706,25,294314.0979,5886.553662,Stable Pair
ethereum,uniswap,FRAX-USDC,0xc63b0708e2f7e69cb8a1df0e1389a98c35a76d52,2023-06-12 0:00,0.0856,13,416427.0746,16024.64266,Stable Pair
ethereum,uniswap,LUSD-USDC,0x4e0924d3a751be199c426d52fb1f2337fa96f736,2023-05-23 0:00,0.8355,38,11910283.43,156915.7371,Stable Pair
ethereum,uniswap,FRAX-USDC,0x9a834b70c07c81a9fcd6f22e842bf002fbffbe4d,2023-06-10 0:00,0.0701,105,2582236.954,12296.9487,Stable Pair
ethereum,uniswap,FRAX-USDC,0x9a834b70c07c81a9fcd6f22e842bf002fbffbe4d,2023-06-07 0:00,0.0723,27,419535.0296,7770.226412,Stable Pair
ethereum,uniswap,GUSD-USDC,0x5aa1356999821b533ec5d9f79c23b8cb7c295c61,2023-06-10 0:00,0.0561,17,992280.3831,29196.51887,Stable Pair
ethereum,uniswap,USDC-USDT,0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf,2023-06-12 0:00,0.0405,13,223105.9637,8582.456165,Stable Pair
ethereum,uniswap,USDC-USDT,0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf,2023-05-24 0:00,0.0278,11,758843.9016,34496.69288,Stable Pair
ethereum,uniswap,FRAX-USDC,0x9a834b70c07c81a9fcd6f22e842bf002fbffbe4d,2023-05-25 0:00,0.0693,30,1298242.009,21640.35854,Stable Pair
ethereum,uniswap,BUSD-USDT,0xc66e3c356be06b344508392fefb9bc658825035d,2023-05-27 0:00,0.0948,14,263145.4897,9399.470864,Stable Pair
ethereum,uniswap,DAI-USDC,0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,2023-05-30 0:00,0.3076,15,41915.57476,1399.246747,Stable Pair
ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-05-29 0:00,0.0431,17,2241717.353,65960.82741,Stable Pair
ethereum,uniswap,FRAX-USDC,0x9a834b70c07c81a9fcd6f22e842bf002fbffbe4d,2023-06-12 0:00,0.0695,56,866550.5615,7737.521019,Stable Pair
ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-06-04 0:00,6.9911,39,2056906.022,26311.0644,Stable Pair
ethereum,uniswap,FRAX-USDC,0x9a834b70c07c81a9fcd6f22e842bf002fbffbe4d,2023-05-17 0:00,0.0638,32,1866939.507,29175.79345,Stable Pair
ethereum,uniswap,USDC-USDT,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,2023-05-27 0:00,0.2814,28,35125.87377,627.9203802,Stable Pair
ethereum,uniswap,FRAX-USDC,0x9a834b70c07c81a9fcd6f22e842bf002fbffbe4d,2023-05-12 0:00,0.0484,43,2514654.077,29242.06796,Stable Pair
ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-05-16 0:00,0.0512,31,1278292.579,20621.73116,Stable Pair
ethereum,uniswap,FRAX-USDT,0xc2a856c3aff2110c1171b8f942256d40e980c726,2023-05-17 0:00,0.0749,11,218903.2848,9950.405688,Stable Pair
ethereum,uniswap,BUSD-USDT,0xc66e3c356be06b344508392fefb9bc658825035d,2023-05-13 0:00,0.0758,11,48667.21078,2211.709887,Stable Pair
ethereum,uniswap,USDC-USDT,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,2023-05-19 0:00,0.2786,135,844569.0951,3132.802757,Stable Pair
ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-06-11 0:00,0.0379,412,84897174.6,103037.3362,Stable Pair
ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-06-08 0:00,0.0103,139,13533025.97,48682.20427,Stable Pair
ethereum,uniswap,LUSD-USDC,0x4e0924d3a751be199c426d52fb1f2337fa96f736,2023-06-05 0:00,0.5605,63,2779244.081,22048.61728,Stable Pair
ethereum,uniswap,USDC-USDC,0x537a0a5654045c52ec45c4c86ed0c1ffe893809d,2023-05-12 0:00,0.1035,11,185466.8569,8431.236106,Stable Pair
ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-05-29 0:00,0.0098,191,23828349.74,62381.29227,Stable Pair
ethereum,uniswap,USDC-USDT,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,2023-05-21 0:00,0.2736,102,452817.7435,2223.05996,Stable Pair
ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-05-22 0:00,7.7654,18,1996330.381,55424.9869,Stable Pair
ethereum,uniswap,DAI-USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2023-06-10 0:00,0.025,139,4765118.698,17141.78343,Stable Pair
ethereum,uniswap,GUSD-USDC,0x5aa1356999821b533ec5d9f79c23b8cb7c295c61,2023-05-24 0:00,0.0643,13,571626.3023,21990.8278,Stable Pair
ethereum,uniswap,AUSD-USDT,0xa82f91562e1cef9dec93a4ad328d01ea7827910a,2023-06-02 0:00,250.5116,28,831367.9289,21467.70545,Stable Pair
ethereum,uniswap,BUSD-USDT,0xc66e3c356be06b344508392fefb9bc658825035d,2023-06-07 0:00,0.141,12,59924.46625,2498.379526,Stable Pair
ethereum,uniswap,DAI-USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2023-05-13 0:00,0.0602,56,5399667.815,48213.61597,Stable Pair
ethereum,uniswap,USDC-USDT,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,2023-05-24 0:00,0.2611,123,821830.6382,3345.788534,Stable Pair
ethereum,uniswap,LUSD-USDC,0x4e0924d3a751be199c426d52fb1f2337fa96f736,2023-05-25 0:00,0.9514,41,2390252.188,29130.41747,Stable Pair
ethereum,uniswap,LUSD-USDC,0x4e0924d3a751be199c426d52fb1f2337fa96f736,2023-05-22 0:00,0.6277,36,920182.5164,12787.10994,Stable Pair
ethereum,uniswap,FRAX-USDC,0xc63b0708e2f7e69cb8a1df0e1389a98c35a76d52,2023-06-09 0:00,0.0906,12,888078.554,37021.86099,Stable Pair
ethereum,uniswap,BUSD-USDT,0xc66e3c356be06b344508392fefb9bc658825035d,2023-06-09 0:00,0.1289,15,150960.3924,5032.804265,Stable Pair
ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-05-16 0:00,0.0101,534,23155571.63,21682.34013,Stable Pair
ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-06-09 0:00,0.0106,134,24350781.1,90865.65337,Stable Pair
ethereum,uniswap,FRAX-USDC,0xc63b0708e2f7e69cb8a1df0e1389a98c35a76d52,2023-05-31 0:00,0.0894,11,227933.2828,10365.56135,Stable Pair
ethereum,uniswap,USDC-XSGD,0x6279653c28f138c8b31b8a0f6f8cd2c58e8c1705,2023-06-12 0:00,29.5743,24,1171799.38,24278.68042,Stable Pair
ethereum,uniswap,USDC-XCHF,0x1be83c63fba9d4ea41aad6c2c0a66e0e742e7fd4,2023-06-10 0:00,9.6735,18,196273.8296,5447.576007,Stable Pair
ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-05-15 0:00,0.0099,173,23057250.3,66642.75533,Stable Pair
ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-05-20 0:00,0.0532,11,323397.7722,14701.21158,Stable Pair
ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-06-02 0:00,0.0555,14,103100.3921,3683.376693,Stable Pair
ethereum,uniswap,FRAX-USDC,0x9a834b70c07c81a9fcd6f22e842bf002fbffbe4d,2023-05-27 0:00,0.0718,15,351174.9407,11706.40138,Stable Pair
ethereum,uniswap,DAI-USDC,0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,2023-05-15 0:00,0.2013,18,32026.55454,890.6517328,Stable Pair
ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-06-10 0:00,7.2316,75,1228087.109,8138.875763,Stable Pair
ethereum,uniswap,USDC-USDT,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,2023-06-06 0:00,0.2931,42,106806.8518,1273.294641,Stable Pair
ethereum,uniswap,USDC-USDT,0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf,2023-05-23 0:00,0.0298,17,1018738.634,29965.64762,Stable Pair
ethereum,uniswap,GUSD-USDC,0x5aa1356999821b533ec5d9f79c23b8cb7c295c61,2023-05-30 0:00,0.0301,22,908655.1399,20656.4105,Stable Pair
ethereum,uniswap,USDC-USDT,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,2023-06-12 0:00,0.2959,50,91158.51614,913.2640776,Stable Pair
ethereum,uniswap,USDC-XSGD,0x6279653c28f138c8b31b8a0f6f8cd2c58e8c1705,2023-05-24 0:00,28.9303,18,691329.817,20086.59002,Stable Pair
ethereum,uniswap,DAI-USDT,0x6f48eca74b38d2936b02ab603ff4e36a6c0e3a77,2023-05-16 0:00,0.0399,35,655360.8715,9364.357682,Stable Pair
ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-05-20 0:00,0.0103,197,11979856.01,30407.27302,Stable Pair
ethereum,uniswap,LUSD-USDC,0x4e0924d3a751be199c426d52fb1f2337fa96f736,2023-05-21 0:00,0.674,39,1430346.724,18340.68405,Stable Pair
ethereum,uniswap,BUSD-USDT,0xc66e3c356be06b344508392fefb9bc658825035d,2023-05-22 0:00,0.089,14,80808.93245,2886.410781,Stable Pair
ethereum,uniswap,DAI-USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2023-05-26 0:00,0.0113,61,1463793.102,11998.94726,Stable Pair
ethereum,uniswap,USDC-XSGD,0x6279653c28f138c8b31b8a0f6f8cd2c58e8c1705,2023-06-07 0:00,29.1475,24,546380.0656,11382.25844,Stable Pair
ethereum,uniswap,MIM-USDC,0x298b7c5e0770d151e4c5cf6cca4dae3a3ffc8e27,2023-06-10 0:00,0.1403,16,54840.40273,1714.201404,Stable Pair
ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-05-25 0:00,0.0093,593,92484319.62,77983.53484,Stable Pair
ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-05-19 0:00,0.0137,442,32798050.43,37103.96758,Stable Pair
ethereum,uniswap,TUSD-USDC,0x39529e96c28807655b5856b3d342c6225111770e,2023-06-07 0:00,1.7188,38,133103.0452,1751.441208,Stable Pair
ethereum,uniswap,DAI-USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2023-05-31 0:00,0.0485,74,6209183.1,41956.03799,Stable Pair
ethereum,uniswap,BUSD-USDT,0xc66e3c356be06b344508392fefb9bc658825035d,2023-05-28 0:00,0.1279,13,79708.52596,3066.213125,Stable Pair
ethereum,uniswap,AUSD-USDT,0xa82f91562e1cef9dec93a4ad328d01ea7827910a,2023-06-12 0:00,704.4926,19,1069763.312,21630.26678,Stable Pair
ethereum,uniswap,DAI-USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2023-05-19 0:00,0.0213,75,1853098.371,12354.69019,Stable Pair
ethereum,uniswap,USDC-USDC,0x537a0a5654045c52ec45c4c86ed0c1ffe893809d,2023-05-24 0:00,0.129,11,189102.6979,8594.825972,Stable Pair
ethereum,uniswap,USDC-USDP,0x5720eb958685deeeb5aa0b34f677861ce3a8c7f5,2023-05-25 0:00,0.088,14,40404.08264,1443.609679,Stable Pair
ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-06-09 0:00,7.3453,36,2310616.074,32023.91955,Stable Pair
ethereum,uniswap,DAI-USDC,0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,2023-05-16 0:00,0.3329,21,29002.52766,691.6623066,Stable Pair
ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-05-24 0:00,0.0139,599,183104881.1,152847.5561,Stable Pair
ethereum,uniswap,DAI-USDC,0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,2023-05-21 0:00,0.2968,12,24202.0775,1009.810135,Stable Pair
ethereum,uniswap,EUROe-USDC,0x8606a60582199a5ed489e6d9cbebbfac505b9188,2023-06-10 0:00,6.0322,12,97541.01815,4017.950349,Stable Pair
ethereum,uniswap,LUSD-USDC,0x4e0924d3a751be199c426d52fb1f2337fa96f736,2023-06-10 0:00,0.8543,138,5350322.898,19383.45535,Stable Pair
ethereum,uniswap,DAI-USDC,0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,2023-05-22 0:00,0.2159,31,104018.0061,1680.289156,Stable Pair
ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-06-09 0:00,0.0161,38,1429409.716,18812.90725,Stable Pair
ethereum,uniswap,USDC-XSGD,0x6279653c28f138c8b31b8a0f6f8cd2c58e8c1705,2023-05-12 0:00,29.0305,32,1302153.84,20610.28278,Stable Pair
ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-05-14 0:00,0.01,134,22874288.29,85356.12028,Stable Pair
ethereum,uniswap,USDC-XSGD,0x6279653c28f138c8b31b8a0f6f8cd2c58e8c1705,2023-05-18 0:00,29.2817,16,634141.9296,20544.15701,Stable Pair
ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-05-21 0:00,7.7126,18,433742.4791,12268.39482,Stable Pair
ethereum,uniswap,USDC-USDT,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,2023-05-22 0:00,0.2625,153,747806.7193,2447.505181,Stable Pair
ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-06-05 0:00,0.0254,648,269566052.4,208008.5899,Stable Pair
ethereum,uniswap,USDC-USDT,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,2023-06-08 0:00,0.2259,78,287784.4081,1847.563443,Stable Pair
ethereum,uniswap,BUSD-USDC,0x5e35c4eba72470ee1177dcb14dddf4d9e6d915f4,2023-06-03 0:00,0.0873,13,180591.2619,6945.954006,Stable Pair
ethereum,uniswap,FRAX-USDC,0x9a834b70c07c81a9fcd6f22e842bf002fbffbe4d,2023-06-08 0:00,0.0691,23,582506.2405,12663.64599,Stable Pair
ethereum,uniswap,USDC-USDT,0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf,2023-06-11 0:00,0.0523,11,542444.8664,24661.42932,Stable Pair
ethereum,uniswap,LUSD-USDC,0x4e0924d3a751be199c426d52fb1f2337fa96f736,2023-06-09 0:00,0.8288,34,2173156.662,31984.95685,Stable Pair
ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-06-08 0:00,0.0328,30,4150696.012,69195.46068,Stable Pair
ethereum,uniswap,USDC-USDT,0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf,2023-05-29 0:00,0.0483,15,92035.48,3068.452419,Stable Pair
ethereum,uniswap,BUSD-USDT,0xd5ad5ec825cac700d7deafe3102dc2b6da6d195d,2023-06-05 0:00,0.3057,38,1167792.032,15371.01019,Stable Pair
ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-06-08 0:00,7.0065,34,993144.9884,14897.26546,Stable Pair
ethereum,uniswap,USDC-XSGD,0x6279653c28f138c8b31b8a0f6f8cd2c58e8c1705,2023-05-25 0:00,30.144,21,693576.1553,17338.52705,Stable Pair
ethereum,uniswap,DAI-USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2023-06-01 0:00,0.0296,70,2986751.04,21335.11589,Stable Pair
ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-05-12 0:00,0.0454,635,213099308,167796.7321,Stable Pair
ethereum,uniswap,USDC-USDT,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,2023-06-11 0:00,0.3022,38,36201.54204,477.0184828,Stable Pair
ethereum,uniswap,FRAX-USDC,0x9a834b70c07c81a9fcd6f22e842bf002fbffbe4d,2023-05-26 0:00,0.0709,32,596041.3815,9313.63006,Stable Pair
ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-06-03 0:00,0.0101,135,9867998.945,36549.96815,Stable Pair
ethereum,uniswap,BUSD-USDT,0xc66e3c356be06b344508392fefb9bc658825035d,2023-06-10 0:00,0.1439,11,117843.0846,5356.395793,Stable Pair
ethereum,uniswap,USDC-USDT,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,2023-06-07 0:00,0.2805,61,151822.0155,1246.312649,Stable Pair
ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-05-13 0:00,8.2394,26,532729.0875,10084.42369,Stable Pair
ethereum,uniswap,USDC-XSGD,0x6279653c28f138c8b31b8a0f6f8cd2c58e8c1705,2023-05-22 0:00,29.0293,12,203528.9061,8733.298746,Stable Pair
ethereum,uniswap,FRAX-USDC,0xc63b0708e2f7e69cb8a1df0e1389a98c35a76d52,2023-06-10 0:00,0.052,29,1085447.408,18717.64186,Stable Pair
ethereum,uniswap,DCHF-USDC,0x0b1debf6f99a5e2b240296219b76dfebb2183f16,2023-05-27 0:00,12.5141,13,185319.0699,7193.921768,Stable Pair
ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-05-17 0:00,0.061,23,1234555.623,26846.17077,Stable Pair
ethereum,uniswap,USDC-XSGD,0x6279653c28f138c8b31b8a0f6f8cd2c58e8c1705,2023-05-28 0:00,33.6324,21,563504.5518,12776.66796,Stable Pair
ethereum,uniswap,DAI-USDC,0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,2023-05-31 0:00,0.3216,20,33003.09111,826.4828987,Stable Pair
ethereum,uniswap,DAI-USDC,0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,2023-05-29 0:00,0.2607,19,33364.71412,879.1435459,Stable Pair
ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-06-10 0:00,0.022,957,388382573.7,202931.5891,Stable Pair
ethereum,uniswap,USDC-XCHF,0x1be83c63fba9d4ea41aad6c2c0a66e0e742e7fd4,2023-06-06 0:00,9.7477,14,246408.9716,8876.986699,Stable Pair
ethereum,uniswap,DAI-LUSD,0x16980c16811bde2b3358c1ce4341541a4c772ec9,2023-05-23 0:00,0.6717,12,109248.076,4556.724294,Stable Pair
ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-06-10 0:00,0.0148,49,1410171.968,14391.05789,Stable Pair
ethereum,uniswap,USDC-XSGD,0x6279653c28f138c8b31b8a0f6f8cd2c58e8c1705,2023-05-17 0:00,29.4012,23,924506.3302,20312.04815,Stable Pair
ethereum,uniswap,FRAX-USDC,0x9a834b70c07c81a9fcd6f22e842bf002fbffbe4d,2023-05-31 0:00,0.0712,24,709062.4024,14772.6866,Stable Pair
ethereum,uniswap,DAI-USDT,0x6f48eca74b38d2936b02ab603ff4e36a6c0e3a77,2023-05-20 0:00,0.0312,12,474001.8693,19755.01663,Stable Pair
ethereum,uniswap,USDD-USDT,0x2bc477c7c00511ec8a2ea667dd8210af9ff15e1d,2023-06-11 0:00,0.2539,11,1749569.444,79490.65254,Stable Pair
ethereum,uniswap,USDC-USDT,0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf,2023-06-03 0:00,0.031,11,25899.56707,1177.473416,Stable Pair
ethereum,uniswap,DAI-USDC,0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,2023-05-26 0:00,0.2981,36,59292.13961,824.9365792,Stable Pair
ethereum,uniswap,DAI-USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2023-05-15 0:00,0.0597,46,5390039.626,58590.17438,Stable Pair
ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-06-02 0:00,0.01,191,11979104.55,31360.48606,Stable Pair
ethereum,uniswap,LUSD-USDC,0x4e0924d3a751be199c426d52fb1f2337fa96f736,2023-05-16 0:00,0.8008,37,621287.8108,8400.244946,Stable Pair
ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-05-30 0:00,0.0098,227,24711484.99,54433.05316,Stable Pair
ethereum,uniswap,BUSD-USDT,0xc66e3c356be06b344508392fefb9bc658825035d,2023-05-26 0:00,0.0805,18,308339.2788,8564.721666,Stable Pair
ethereum,uniswap,GUSD-USDC,0x5aa1356999821b533ec5d9f79c23b8cb7c295c61,2023-06-03 0:00,0.0635,15,421512.3992,14053.93185,Stable Pair
ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-06-07 0:00,0.0105,588,202349591.6,172075.054,Stable Pair
ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-06-04 0:00,0.0269,348,63146739.58,90736.08558,Stable Pair
ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-05-16 0:00,8.1976,14,264427.9316,9636.59854,Stable Pair
ethereum,uniswap,TUSD-USDP,0x5f81cb68750825050aae952afb9b78d02600ddf3,2023-06-07 0:00,0.2451,21,140988.3676,3357.750601,Stable Pair
ethereum,uniswap,TUSD-USDC,0x39529e96c28807655b5856b3d342c6225111770e,2023-05-31 0:00,1.285,12,37106.76398,1546.028948,Stable Pair
ethereum,uniswap,USDC-USDT,0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf,2023-05-15 0:00,0.0355,20,782053.0821,19550.52084,Stable Pair
ethereum,uniswap,LUSD-USDC,0x4e0924d3a751be199c426d52fb1f2337fa96f736,2023-06-06 0:00,0.5386,77,1959462.489,12731.34165,Stable Pair
ethereum,uniswap,BUSD-USDC,0x5e35c4eba72470ee1177dcb14dddf4d9e6d915f4,2023-06-06 0:00,0.1417,34,358817.206,5276.850195,Stable Pair
ethereum,uniswap,USDC-USDT,0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf,2023-06-06 0:00,0.0595,20,2271550.916,56801.13131,Stable Pair
ethereum,uniswap,DAI-USDC,0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,2023-06-08 0:00,0.2884,26,40911.5847,787.9307448,Stable Pair
ethereum,uniswap,DCHF-USDC,0x0b1debf6f99a5e2b240296219b76dfebb2183f16,2023-06-03 0:00,10.6632,15,149992.0028,5012.294873,Stable Pair
ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-05-23 0:00,0.0634,16,112768.6446,3525.021268,Stable Pair
ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-05-24 0:00,0.0099,361,34788199.91,48185.54106,Stable Pair
ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-06-07 0:00,6.7144,45,2061788.203,22873.67231,Stable Pair
ethereum,uniswap,FRAX-USDC,0x9a834b70c07c81a9fcd6f22e842bf002fbffbe4d,2023-05-23 0:00,0.0665,33,1197990.947,18150.06616,Stable Pair
ethereum,uniswap,USDC-USDT,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,2023-05-26 0:00,0.2943,47,87829.09129,935.8965188,Stable Pair
ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-05-23 0:00,0.0215,627,178885738.6,142656.1247,Stable Pair
ethereum,uniswap,DAI-USDC,0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,2023-05-19 0:00,0.2938,16,10190.59064,318.9201925,Stable Pair
ethereum,uniswap,BUSD-USDT,0xc66e3c356be06b344508392fefb9bc658825035d,2023-05-25 0:00,0.1047,16,296290.0864,9259.318979,Stable Pair
ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-05-24 0:00,7.5343,30,3282088.423,54496.1971,Stable Pair
ethereum,uniswap,DAI-USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2023-06-11 0:00,0.0445,45,1163999.851,12933.93279,Stable Pair
ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-06-05 0:00,0.0406,16,1988618.592,62167.53944,Stable Pair
ethereum,uniswap,FRAX-USDC,0x9a834b70c07c81a9fcd6f22e842bf002fbffbe4d,2023-06-05 0:00,0.0701,60,3373361.774,28112.65368,Stable Pair
ethereum,uniswap,USDC-USDT,0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf,2023-05-13 0:00,0.0286,36,1677671.714,23303.45372,Stable Pair
ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-05-19 0:00,0.01,201,16307563.49,40567.68995,Stable Pair
ethereum,uniswap,LUSD-USDC,0x4e0924d3a751be199c426d52fb1f2337fa96f736,2023-06-12 0:00,0.8009,64,12001044.96,93766.39327,Stable Pair
ethereum,uniswap,DAI-USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2023-05-29 0:00,0.0264,68,2953742.366,21719.86054,Stable Pair
ethereum,uniswap,FRAX-USDC,0x9a834b70c07c81a9fcd6f22e842bf002fbffbe4d,2023-05-18 0:00,0.0589,42,2408168.922,28668.42991,Stable Pair
ethereum,uniswap,DAI-USDC,0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,2023-05-13 0:00,0.2744,41,441725.0067,5394.97473,Stable Pair
