blockchain,dex,pool,pool_id,date,Spread,swap_count,volume,order_size,pool_type
ethereum,curve,crvUSD-USDC,0x4dece678ceceb27446b35c672dc7d61f30bad69e,2023-05-20 0:00,0.0591,16,1296578.651,40522.09098,Stable Pair
ethereum,curve,crvUSD-USDC,0x4dece678ceceb27446b35c672dc7d61f30bad69e,2023-05-29 0:00,0.0142,16,1234960.13,38594.62084,Stable Pair
ethereum,curve,MAI-USDC,0x66e335622ad7a6c9c72c98dbfcce684996a20ef9,2023-06-02 0:00,1.6598,14,1209852.236,43100.82308,Stable Pair
ethereum,curve,MAI-USDC,0x66e335622ad7a6c9c72c98dbfcce684996a20ef9,2023-06-02 0:00,1.6598,14,1209852.236,43100.82308,Stable Pair
ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-05-15 0:00,0.0094,11,1193257.184,54241.64356,Stable Pair
ethereum,curve,crvUSD-USDC,0x4dece678ceceb27446b35c672dc7d61f30bad69e,2023-05-18 0:00,0.1078,19,1191639.688,31360.67511,Stable Pair
ethereum,curve,eUSD-USDC,0x880f2fb3704f1875361de6ee59629c6c6497a5e3,2023-06-08 0:00,1.7142,12,1125660.819,47116.36226,Stable Pair
ethereum,curve,crvUSD-USDT,0x390f3595bca2df7d23783dfd126427cceb997bf4,2023-05-24 0:00,0.0493,13,1108560.315,42644.73667,Stable Pair
ethereum,curve,crvUSD-USDT,0x390f3595bca2df7d23783dfd126427cceb997bf4,2023-05-20 0:00,0.0819,18,1085914.319,30161.91401,Stable Pair
ethereum,curve,eUSD-USDC,0x880f2fb3704f1875361de6ee59629c6c6497a5e3,2023-05-23 0:00,0.6075,12,1063087.424,44307.56743,Stable Pair
ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-05-19 0:00,0.0115,25,1036905.211,20739.42247,Stable Pair
ethereum,curve,crvUSD-USDT,0x390f3595bca2df7d23783dfd126427cceb997bf4,2023-05-18 0:00,0.1338,16,979180.996,30601.28693,Stable Pair
ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-05-22 0:00,0.0098,21,832779.4334,19829.01128,Stable Pair
ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-06-08 0:00,0.0076,24,805063.6842,16772.82214,Stable Pair
ethereum,curve,eUSD-USDC,0x880f2fb3704f1875361de6ee59629c6c6497a5e3,2023-06-07 0:00,1.6728,11,736348.0318,33294.0258,Stable Pair
ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-06-02 0:00,0.0102,18,667354.8822,18538.5676,Stable Pair
ethereum,curve,TUSD-USDC,0x33baeda08b8afacc4d3d07cf31d49fc1f1f3e893,2023-06-07 0:00,0.1357,14,624650.4647,22320.21158,Stable Pair
ethereum,curve,crvUSD-USDT,0x390f3595bca2df7d23783dfd126427cceb997bf4,2023-05-17 0:00,0.096,11,592860.9522,26954.1093,Stable Pair
ethereum,curve,crvUSD-USDT,0x390f3595bca2df7d23783dfd126427cceb997bf4,2023-06-06 0:00,0.0153,13,566193.5952,21778.64346,Stable Pair
ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-06-01 0:00,0.0096,15,557184.1941,18573.76819,Stable Pair
ethereum,curve,eUSD-USDC,0x880f2fb3704f1875361de6ee59629c6c6497a5e3,2023-06-11 0:00,3.3927,14,526601.0752,18548.97585,Stable Pair
ethereum,curve,eUSD-USDC,0x880f2fb3704f1875361de6ee59629c6c6497a5e3,2023-06-12 0:00,3.0767,15,428181.1903,14140.97765,Stable Pair
ethereum,curve,crvUSD-USDT,0x390f3595bca2df7d23783dfd126427cceb997bf4,2023-05-29 0:00,0.0131,12,332843.3747,13868.8676,Stable Pair
ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-06-04 0:00,0.01,11,290583.7218,13208.97435,Stable Pair
ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-05-13 0:00,0.0103,24,267104.2595,5564.959582,Stable Pair
ethereum,curve,DAI-USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,2023-05-27 0:00,0.0107,13,220071.5837,8464.747563,Stable Pair
ethereum,curve,crvUSD-USDT,0x390f3595bca2df7d23783dfd126427cceb997bf4,2023-06-04 0:00,0.0417,14,209144.542,7470.853871,Stable Pair
ethereum,uniswap,USDC-XSGD,0x6279653c28f138c8b31b8a0f6f8cd2c58e8c1705,2023-05-15 0:00,31.2271,14,368801.9909,12813.35954,Stable Pair
ethereum,uniswap,TUSD-USDC,0x39529e96c28807655b5856b3d342c6225111770e,2023-05-15 0:00,1.7412,11,44319.67753,2014.633523,Stable Pair
ethereum,uniswap,USDC-USDP,0x5720eb958685deeeb5aa0b34f677861ce3a8c7f5,2023-05-29 0:00,0.0589,13,57210.71347,2200.837648,Stable Pair
ethereum,uniswap,FRAX-USDC,0x9a834b70c07c81a9fcd6f22e842bf002fbffbe4d,2023-05-29 0:00,0.0674,22,1011963.749,23003.37848,Stable Pair
ethereum,uniswap,USDC-USDT,0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf,2023-06-01 0:00,0.0414,11,906157.9618,41196.83799,Stable Pair
ethereum,uniswap,BUSD-USDT,0xc66e3c356be06b344508392fefb9bc658825035d,2023-05-19 0:00,0.1001,11,147572.094,6708.484138,Stable Pair
ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-05-12 0:00,0.0097,229,27386140.52,59798.04878,Stable Pair
ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-05-18 0:00,7.9071,33,2485742.755,37278.84298,Stable Pair
ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-05-30 0:00,0.0304,12,804109.5315,33512.07467,Stable Pair
ethereum,uniswap,DAI-USDT,0x6f48eca74b38d2936b02ab603ff4e36a6c0e3a77,2023-05-12 0:00,0.056,19,243883.6581,6419.460219,Stable Pair
ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-06-06 0:00,0.0083,208,38704615.22,93042.7179,Stable Pair
ethereum,uniswap,sUSD-USDC,0x6a9850e46518231b23e50467c975fa94026be5d5,2023-06-07 0:00,0.0652,12,61585.68,2566.796102,Stable Pair
ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-05-29 0:00,0.0212,517,127460761.1,123277.5574,Stable Pair
ethereum,uniswap,DAI-USDC,0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,2023-05-17 0:00,0.304,24,58310.10682,1216.549548,Stable Pair
ethereum,uniswap,BUSD-USDT,0xc66e3c356be06b344508392fefb9bc658825035d,2023-05-18 0:00,0.0974,14,139190.396,4970.802403,Stable Pair
ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-06-11 0:00,0.0087,20,166390.8787,4159.953569,Stable Pair
ethereum,uniswap,BUSD-USDT,0xc66e3c356be06b344508392fefb9bc658825035d,2023-05-31 0:00,0.0895,13,167176.1268,6429.343497,Stable Pair
ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-06-07 0:00,0.0094,160,37964829.66,118646.1373,Stable Pair
ethereum,uniswap,BUSD-USDC,0x5e35c4eba72470ee1177dcb14dddf4d9e6d915f4,2023-06-10 0:00,0.1472,29,168314.0126,2902.222726,Stable Pair
ethereum,uniswap,BUSD-USDT,0xd5ad5ec825cac700d7deafe3102dc2b6da6d195d,2023-06-09 0:00,0.1746,14,579408.6398,20699.3553,Stable Pair
ethereum,uniswap,AUSD-USDT,0xa82f91562e1cef9dec93a4ad328d01ea7827910a,2023-06-03 0:00,593.0873,13,788629.6489,28967.75942,Stable Pair
ethereum,uniswap,DCHF-USDC,0x0b1debf6f99a5e2b240296219b76dfebb2183f16,2023-06-08 0:00,7.519,11,108385.6839,4952.97632,Stable Pair
ethereum,uniswap,DAI-USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2023-05-22 0:00,0.0493,89,10348054.13,58137.87508,Stable Pair
ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-05-17 0:00,8.187,19,726208.0802,19095.23932,Stable Pair
ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-06-06 0:00,0.0373,45,3631288.419,40361.2321,Stable Pair
ethereum,uniswap,BUSD-USDT,0xd5ad5ec825cac700d7deafe3102dc2b6da6d195d,2023-06-10 0:00,0.3075,22,386273.7753,8780.834491,Stable Pair
ethereum,uniswap,LUSD-USDC,0x4e0924d3a751be199c426d52fb1f2337fa96f736,2023-05-17 0:00,0.6072,96,21935294.61,114311.8867,Stable Pair
ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-05-12 0:00,8.6179,39,3361328.223,42925.50062,Stable Pair
ethereum,uniswap,LUSD-USDC,0x4e0924d3a751be199c426d52fb1f2337fa96f736,2023-05-18 0:00,0.9415,53,11004672.07,103883.1082,Stable Pair
ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-05-16 0:00,0.0312,487,71065196.05,72964.70749,Stable Pair
ethereum,uniswap,DAI-USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2023-05-28 0:00,0.0259,46,1059987.134,11522.11776,Stable Pair
ethereum,uniswap,DAI-USDC,0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,2023-05-24 0:00,0.2939,36,81730.99096,1136.735722,Stable Pair
ethereum,uniswap,GUSD-USDC,0x5aa1356999821b533ec5d9f79c23b8cb7c295c61,2023-06-08 0:00,0.0541,11,179940.2161,8181.263664,Stable Pair
ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-05-31 0:00,0.0098,251,14408325.52,28703.29458,Stable Pair
ethereum,uniswap,BUSD-USDT,0xc66e3c356be06b344508392fefb9bc658825035d,2023-05-24 0:00,0.1247,16,336470.4491,10514.62337,Stable Pair
ethereum,uniswap,DAI-USDC,0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,2023-05-25 0:00,0.2972,35,56762.5836,812.2268921,Stable Pair
ethereum,uniswap,USDC-XSGD,0x6279653c28f138c8b31b8a0f6f8cd2c58e8c1705,2023-05-16 0:00,29.3728,12,350393.1609,14655.46099,Stable Pair
ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-06-12 0:00,0.0417,20,901672.4827,22549.20702,Stable Pair
ethereum,uniswap,DAI-USDC,0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,2023-06-12 0:00,0.2297,13,22809.49114,878.2052494,Stable Pair
ethereum,uniswap,USDC-XCHF,0x1be83c63fba9d4ea41aad6c2c0a66e0e742e7fd4,2023-06-12 0:00,10.3882,12,94211.12971,3868.737671,Stable Pair
ethereum,uniswap,LUSD-USDC,0x4e0924d3a751be199c426d52fb1f2337fa96f736,2023-05-19 0:00,0.8793,23,2563688.613,55502.35398,Stable Pair
ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-05-15 0:00,0.0314,414,132851292.2,160455.3049,Stable Pair
ethereum,uniswap,FRAX-USDC,0x9a834b70c07c81a9fcd6f22e842bf002fbffbe4d,2023-05-28 0:00,0.0644,24,844243.3909,17585.7515,Stable Pair
ethereum,uniswap,USDC-USDT,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,2023-06-10 0:00,0.279,67,165624.7776,1237.770049,Stable Pair
ethereum,uniswap,FRAX-USDC,0xc63b0708e2f7e69cb8a1df0e1389a98c35a76d52,2023-06-04 0:00,0.0932,12,289302.6571,12060.36384,Stable Pair
ethereum,uniswap,TUSD-USDC,0x39529e96c28807655b5856b3d342c6225111770e,2023-06-09 0:00,1.1701,27,68309.8626,1264.872477,Stable Pair
ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-05-21 0:00,0.0302,535,83782584.16,78314.04507,Stable Pair
ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-05-19 0:00,7.6935,19,744965.3193,19555.1056,Stable Pair
ethereum,uniswap,DAI-USDT,0x6f48eca74b38d2936b02ab603ff4e36a6c0e3a77,2023-05-31 0:00,0.0338,14,576218.6881,20584.23775,Stable Pair
ethereum,uniswap,USDC-USDT,0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf,2023-05-25 0:00,0.0477,11,193444.8381,8794.394575,Stable Pair
ethereum,uniswap,eUSD-USDC,0x81dee639d19324c1c1491cc1d4dbdd354a8cc425,2023-05-29 0:00,0.1404,13,4484367.753,172480.4984,Stable Pair
ethereum,uniswap,USDC-USDP,0x5720eb958685deeeb5aa0b34f677861ce3a8c7f5,2023-05-21 0:00,0.0637,11,324323.5336,14745.21479,Stable Pair
ethereum,uniswap,USDC-USDT,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,2023-06-02 0:00,0.2601,88,268465.6409,1527.648808,Stable Pair
ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-06-05 0:00,6.8243,35,1021619.158,14613.32678,Stable Pair
ethereum,uniswap,DAI-USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2023-05-23 0:00,0.0152,71,2996432.306,21102.76778,Stable Pair
ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-06-05 0:00,0.0077,192,96889749.5,252332.0217,Stable Pair
ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-06-07 0:00,0.0157,30,5355140.446,89273.85255,Stable Pair
ethereum,uniswap,FRAX-USDT,0xc2a856c3aff2110c1171b8f942256d40e980c726,2023-06-11 0:00,0.1136,11,317437.2039,14434.38093,Stable Pair
ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-05-24 0:00,0.0524,15,64417.74004,2147.738767,Stable Pair
ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-05-30 0:00,6.9017,33,2012517.558,30517.83671,Stable Pair
ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-05-12 0:00,0.0499,26,1666598.094,32054.57859,Stable Pair
ethereum,uniswap,DAI-USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2023-05-21 0:00,0.0306,83,2664444.312,16051.63963,Stable Pair
ethereum,uniswap,USDC-USDT,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,2023-05-15 0:00,0.2509,124,532337.2347,2149.581046,Stable Pair
ethereum,uniswap,DAI-RAI,0xcb0c5d9d92f4f2f80cce7aa271a1e148c226e19d,2023-06-03 0:00,138.3872,29,1398887.917,30169.75003,Stable Pair
ethereum,uniswap,DAI-USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2023-06-07 0:00,0.0157,68,2882666.533,21197.18783,Stable Pair
ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-05-14 0:00,8.1619,25,323553.9532,6421.542875,Stable Pair
ethereum,uniswap,DAI-USDC,0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,2023-06-10 0:00,0.2488,23,80353.8225,1749.707287,Stable Pair
ethereum,uniswap,BUSD-USDT,0xd5ad5ec825cac700d7deafe3102dc2b6da6d195d,2023-06-06 0:00,0.2255,28,1056630.36,18871.38951,Stable Pair
ethereum,uniswap,FRAX-USDT,0xc2a856c3aff2110c1171b8f942256d40e980c726,2023-06-05 0:00,0.1039,13,378618.2166,14568.96916,Stable Pair
ethereum,uniswap,FRAX-USDC,0x9a834b70c07c81a9fcd6f22e842bf002fbffbe4d,2023-05-22 0:00,0.0694,19,375898.1096,9893.713067,Stable Pair
ethereum,uniswap,LUSD-USDC,0x4e0924d3a751be199c426d52fb1f2337fa96f736,2023-05-14 0:00,0.804,43,4113811.422,47819.58042,Stable Pair
ethereum,uniswap,USDC-USDT,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,2023-06-01 0:00,0.2589,51,116929.7234,1148.030754,Stable Pair
ethereum,uniswap,LUSD-USDC,0x4e0924d3a751be199c426d52fb1f2337fa96f736,2023-06-02 0:00,0.5765,47,1374925.749,14623.38877,Stable Pair
ethereum,uniswap,DAI-USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2023-05-30 0:00,0.035,57,1567555.781,13750.98568,Stable Pair
ethereum,uniswap,USDC-XSGD,0x6279653c28f138c8b31b8a0f6f8cd2c58e8c1705,2023-06-08 0:00,32.857,11,165801.3981,6796.632932,Stable Pair
ethereum,uniswap,BUSD-USDC,0x00cef0386ed94d738c8f8a74e8bfd0376926d24c,2023-05-14 0:00,0.0422,11,322586.7239,14666.26876,Stable Pair
ethereum,uniswap,FRAX-USDC,0x9a834b70c07c81a9fcd6f22e842bf002fbffbe4d,2023-06-02 0:00,0.0665,24,350651.8345,7304.623412,Stable Pair
ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-05-25 0:00,7.3044,58,5447976.407,46994.97596,Stable Pair
ethereum,uniswap,DAI-RAI,0xcb0c5d9d92f4f2f80cce7aa271a1e148c226e19d,2023-06-06 0:00,102.9519,18,1082462.903,27331.97504,Stable Pair
ethereum,uniswap,BUSD-USDT,0xc66e3c356be06b344508392fefb9bc658825035d,2023-06-01 0:00,0.0797,11,336776.988,15309.82995,Stable Pair
ethereum,uniswap,USDC-USDT,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,2023-05-16 0:00,0.2857,155,1004251.736,3244.388337,Stable Pair
ethereum,uniswap,USDC-XSGD,0x6279653c28f138c8b31b8a0f6f8cd2c58e8c1705,2023-06-09 0:00,30.3814,18,512554.5011,13890.15535,Stable Pair
ethereum,uniswap,USDC-USDP,0x5720eb958685deeeb5aa0b34f677861ce3a8c7f5,2023-06-11 0:00,0.0646,12,322609.2292,13444.60674,Stable Pair
ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-05-18 0:00,0.0124,538,205059253.6,190584.7653,Stable Pair
ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-06-11 0:00,0.0099,120,6131562.103,25549.48432,Stable Pair
ethereum,uniswap,DAI-USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2023-06-04 0:00,0.0391,46,1159505.03,12603.78822,Stable Pair
ethereum,uniswap,TUSD-USDC,0x39529e96c28807655b5856b3d342c6225111770e,2023-06-10 0:00,1.1908,11,27858.51687,1266.322163,Stable Pair
ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-05-26 0:00,0.0443,31,613699.8377,9902.148303,Stable Pair
ethereum,uniswap,FRAX-USDC,0xc63b0708e2f7e69cb8a1df0e1389a98c35a76d52,2023-06-01 0:00,0.0667,12,230637.3534,9614.186201,Stable Pair
ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-06-08 0:00,0.0094,427,199082140,233128.3308,Stable Pair
ethereum,uniswap,BUSD-USDC,0x5e35c4eba72470ee1177dcb14dddf4d9e6d915f4,2023-06-05 0:00,0.1386,20,152093.6992,3803.183485,Stable Pair
ethereum,uniswap,BUSD-USDC,0x5e35c4eba72470ee1177dcb14dddf4d9e6d915f4,2023-06-04 0:00,0.0594,19,93514.35457,2461.10938,Stable Pair
ethereum,uniswap,DCHF-USDC,0x0b1debf6f99a5e2b240296219b76dfebb2183f16,2023-05-20 0:00,9.5542,17,182518.1136,5369.287636,Stable Pair
ethereum,uniswap,AUSD-USDT,0xa82f91562e1cef9dec93a4ad328d01ea7827910a,2023-06-01 0:00,418.4526,12,771029.3537,21561.4145,Stable Pair
ethereum,uniswap,FRAX-USDC,0x9a834b70c07c81a9fcd6f22e842bf002fbffbe4d,2023-05-20 0:00,0.0672,16,697461.8051,21796.54554,Stable Pair
ethereum,uniswap,FRAX-USDC,0x9a834b70c07c81a9fcd6f22e842bf002fbffbe4d,2023-05-21 0:00,0.0679,27,293633.2536,5438.864379,Stable Pair
ethereum,uniswap,LUSD-USDC,0x4e0924d3a751be199c426d52fb1f2337fa96f736,2023-05-31 0:00,0.604,43,3260279.077,37898.40491,Stable Pair
ethereum,uniswap,FRAX-USDT,0xc2a856c3aff2110c1171b8f942256d40e980c726,2023-06-12 0:00,0.1278,12,86310.95504,3596.825424,Stable Pair
ethereum,uniswap,BUSD-USDC,0x5e35c4eba72470ee1177dcb14dddf4d9e6d915f4,2023-06-09 0:00,0.1241,32,221113.9934,3454.965274,Stable Pair
ethereum,uniswap,USDC-XSGD,0x6279653c28f138c8b31b8a0f6f8cd2c58e8c1705,2023-06-02 0:00,31.7658,16,344785.2641,10907.5428,Stable Pair
ethereum,uniswap,GUSD-USDC,0x5aa1356999821b533ec5d9f79c23b8cb7c295c61,2023-05-16 0:00,0.133,14,352270.1656,12583.76748,Stable Pair
ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-05-14 0:00,0.0351,373,45208222.95,60602.80967,Stable Pair
ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-05-27 0:00,7.2691,18,343864.7847,9514.077952,Stable Pair
ethereum,uniswap,DAI-USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2023-06-05 0:00,0.0221,122,9634376.866,39487.18585,Stable Pair
ethereum,uniswap,USDC-USDT,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,2023-05-23 0:00,0.2432,150,671277.4052,2240.932903,Stable Pair
ethereum,uniswap,LUSD-USDC,0x4e0924d3a751be199c426d52fb1f2337fa96f736,2023-06-01 0:00,0.6036,40,4076277.465,50982.05946,Stable Pair
ethereum,uniswap,FRAX-USDC,0x9a834b70c07c81a9fcd6f22e842bf002fbffbe4d,2023-05-16 0:00,0.0572,28,1734075.77,30967.46301,Stable Pair
ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-06-02 0:00,0.0162,533,113762073.3,106724.7605,Stable Pair
ethereum,uniswap,LUSD-USDC,0x4e0924d3a751be199c426d52fb1f2337fa96f736,2023-05-13 0:00,0.8285,52,1632076.728,15666.16862,Stable Pair
ethereum,uniswap,USDC-USDT,0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf,2023-05-20 0:00,0.0678,11,381023.7623,17321.15849,Stable Pair
ethereum,uniswap,LUSD-USDC,0x4e0924d3a751be199c426d52fb1f2337fa96f736,2023-05-27 0:00,0.9333,44,3175507.75,36019.17426,Stable Pair
ethereum,uniswap,LUSD-USDC,0x4e0924d3a751be199c426d52fb1f2337fa96f736,2023-05-26 0:00,0.9292,46,2450993.723,26674.35481,Stable Pair
ethereum,uniswap,DAI-LUSD,0x16980c16811bde2b3358c1ce4341541a4c772ec9,2023-06-10 0:00,0.8499,19,72990.36222,1920.950008,Stable Pair
ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-05-25 0:00,0.0096,303,11621839.73,19178.87095,Stable Pair
ethereum,uniswap,USDC-USDC,0x537a0a5654045c52ec45c4c86ed0c1ffe893809d,2023-06-12 0:00,0.1414,13,450826.1377,17340.71931,Stable Pair
ethereum,uniswap,DAI-USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2023-05-17 0:00,0.0169,112,3768332.93,16823.61453,Stable Pair
ethereum,uniswap,DAI-RAI,0xcb0c5d9d92f4f2f80cce7aa271a1e148c226e19d,2023-06-07 0:00,161.2043,14,139369.7993,3153.971351,Stable Pair
ethereum,uniswap,DAI-USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2023-05-18 0:00,0.0107,112,2790276.96,12457.19116,Stable Pair
ethereum,uniswap,FRAX-USDT,0xc2a856c3aff2110c1171b8f942256d40e980c726,2023-06-09 0:00,0.0414,13,356437.6774,13709.69162,Stable Pair
ethereum,uniswap,USDC-USDP,0x5720eb958685deeeb5aa0b34f677861ce3a8c7f5,2023-06-07 0:00,0.0887,31,175276.8788,2827.744489,Stable Pair
ethereum,uniswap,TUSD-USDC,0x39529e96c28807655b5856b3d342c6225111770e,2023-06-11 0:00,0.8718,13,12616.95456,485.2941162,Stable Pair
ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-05-31 0:00,6.7606,43,2976608.375,34484.40763,Stable Pair
ethereum,uniswap,BUSD-USDT,0xc66e3c356be06b344508392fefb9bc658825035d,2023-06-06 0:00,0.119,23,496795.2946,10799.70636,Stable Pair
ethereum,uniswap,FRAX-USDC,0xc63b0708e2f7e69cb8a1df0e1389a98c35a76d52,2023-06-08 0:00,0.0914,19,691900.498,18217.09413,Stable Pair
ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-06-12 0:00,0.0251,636,342899676.1,269579.0856,Stable Pair
ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-06-03 0:00,0.0208,364,109900894.5,150974.2918,Stable Pair
ethereum,uniswap,USDC-USDT,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,2023-05-29 0:00,0.2877,43,95477.13564,1111.876428,Stable Pair
ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-05-20 0:00,0.0166,453,55882570.57,61686.96532,Stable Pair
ethereum,uniswap,DAI-USDC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2023-05-26 0:00,0.0099,320,21758158.32,33998.82059,Stable Pair
ethereum,uniswap,DAI-USDC,0x6c6bc977e13df9b0de53b251522280bb72383700,2023-05-31 0:00,0.0258,26,689188.9404,13255.90444,Stable Pair
ethereum,uniswap,BUSD-USDT,0xc66e3c356be06b344508392fefb9bc658825035d,2023-06-02 0:00,0.0807,16,384333.0357,12010.89993,Stable Pair
ethereum,uniswap,eUSD-USDC,0x81dee639d19324c1c1491cc1d4dbdd354a8cc425,2023-05-31 0:00,0.1247,12,2103577.849,87687.78922,Stable Pair
ethereum,uniswap,EURA-USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,2023-05-23 0:00,7.4633,19,2014519.837,52632.94128,Stable Pair
ethereum,uniswap,USDC-USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2023-06-06 0:00,0.02,630,274959766.4,218227.8027,Stable Pair
ethereum,uniswap,BUSD-USDC,0x00cef0386ed94d738c8f8a74e8bfd0376926d24c,2023-06-07 0:00,0.1896,19,745900.8293,19659.16679,Stable Pair
ethereum,uniswap,USDC-XSGD,0x6279653c28f138c8b31b8a0f6f8cd2c58e8c1705,2023-05-26 0:00,32.3933,17,543832.1495,16012.64281,Stable Pair
ethereum,uniswap,USDC-USDP,0x5720eb958685deeeb5aa0b34f677861ce3a8c7f5,2023-05-12 0:00,0.0549,17,570541.1735,16784.34367,Stable Pair
